Title,Year,Month,Day,Hour
time series in r: forecasting and visualisation,2017,5,29,0
prediction intervals for nnetar models,2017,5,25,0
isi karl pearson prize for 2017,2017,5,23,0
forecasting with temporal hierarchies,2017,5,13,0
handgun acquisitions in california after two mass shootings,2017,5,4,0
monthly seasonality,2017,5,3,0
handgun acquisitions in california after two mass shootings,2017,5,2,0
converting to blogdown,2017,4,30,0
grouped functional time series forecasting: an application to age-specific mortality rates,2017,4,25,0
follow-up forecasting forum,2017,4,18,0
software for honours students,2017,4,4,23
software for honours students,2017,4,4,0
monash rmarkdown templates on github,2017,3,30,21
a note on upper bounds for forecast-value-added relative to naïve forecasts,2017,3,28,8
probabilistic energy forecasting for smart grids and buildings,2017,3,21,0
academic phishing,2017,3,18,2
follow-up forecasting forum in eindhoven,2017,3,7,22
wombat medascin 2017,2017,3,7,6
ijf best paper award 2014-2015,2017,3,1,3
forecast 8.0,2017,2,28,14
invited sessions at isf2017,2017,2,27,22
forecasters: bring your family to cairns,2017,2,15,10
the australian macro database,2017,2,15,0
the australian macro database: an online resource for macroeconomic research in australia,2017,2,14,5
forecasting practitioner talks at isf 2017,2017,2,2,23
associations between outdoor fungal spores and childhood and adolescent asthma hospitalisations,2017,1,31,22
simulating from a specified seasonal arima model,2017,1,27,5
dynamic algorithm selection for pareto optimal set approximation,2017,1,18,20
visualising forecasting algorithm performance using time series instance spaces,2017,1,12,21
ijf tao hong award for the best paper in energy forecasting 2013-2014,2017,1,11,4
what is going on?,2016,12,12,2
exploring the influence of short-term temperature patterns on temperature-related mortality: a case-study of melbourne  australia,2016,12,7,0
cross-validation for time series,2016,12,5,12
invited sessions at the international symposium on forecasting,2016,11,28,6
we're still hiring at monash,2016,11,6,22
q&a: predictive analytics,2016,10,24,12
q&a time,2016,10,23,11
tourism forecasting competition data as an r package,2016,10,22,11
forecasting using r (eindhoven),2016,10,19,0
gefcom2017: hierarchical probabilistic load forecasting,2016,10,14,14
reconciling forecasts: the hts and thief packages,2016,10,13,12
come to melbourne  even if not to monash,2016,10,12,8
hadley wickham master r developer course coming to melbourne,2016,10,5,19
call for forecasting workshops in cairns  australia,2016,9,28,15
eindhoven seminar on time series visualization,2016,9,27,8
forecasting large collections of related time series,2016,9,15,0
forecast intervals for aggregates,2016,9,14,14
r package forecast v7.2 now on cran,2016,9,9,10
r packages for forecast combinations,2016,9,1,9
sponsorship for the cairns forecasting conference,2016,8,31,2
rmarkdown template for a monash working paper,2016,8,28,10
the thief package for r: temporal hierarchical forecasting,2016,8,22,7
"forecasting with r" short course in eindhoven,2016,8,18,0
tourism time series repository,2016,8,10,8
exploring time series collections used for forecast evaluation,2016,6,20,11
the latest ijf issue with gefcom2014 results,2016,6,10,1
2017 international symposium on energy analytics,2016,6,3,2
forecast v7 (part 2),2016,6,1,7
explore australian elections data with r,2016,5,27,4
ssa helping you find a job,2016,5,12,2
forecast v7 and ggplot2 graphics,2016,5,9,5
automatic forecasting using r,2016,5,6,5
bagging exponential smoothing methods using stl decomposition and box-cox transformation,2016,4,28,23
melbourne data science initiative 2016,2016,4,13,3
buy book,2016,4,9,6
sample quantiles 20 years later,2016,3,28,4
bibliography,2016,3,28,1
23. welcome to the dark side,2016,3,28,0
22. me too,2016,3,27,9
21. what now?,2016,3,27,9
20. you must be ignorant,2016,3,27,8
19. was the pressure too much?,2016,3,27,8
18. i'm praying for you,2016,3,27,8
17. you made me cry,2016,3,27,8
16. repent or die,2016,3,27,8
15. i am not an axe-murderer,2016,3,27,8
14. did you hear about the guy...?,2016,3,27,7
13. drink the magic potion,2016,3,27,7
12. does god make mistakes?,2016,3,27,7
11. artefacts and anachronisms,2016,3,27,7
10. evolving views on creation,2016,3,27,1
9. legend of the empty tomb,2016,3,27,1
8. the biblical crystal ball,2016,3,27,1
7. thank god,2016,3,27,0
6. what are the chances?,2016,3,27,0
5. talking to myself,2016,3,27,0
4. what would convince you?,2016,3,26,12
3. which is the better story?,2016,3,26,12
2. an end of faith,2016,3,26,11
1. no reason to believe,2016,3,26,4
preface,2016,3,26,2
plotting overlapping prediction intervals,2016,3,23,10
ropensci unconference in brisbane  21-22 april 2016,2016,3,21,0
monash business analytics team profile,2016,3,9,7
model variance for arima models,2016,3,4,11
on sampling methods for costly multi-objective black-box optimization,2016,2,28,21
omitting outliers,2016,2,24,22
making data analysis easier: hadley wickham at wombat2016,2016,2,24,22
making forecasting easier: forecast v7 for r,2016,2,18,0
electricity price forecasting competition,2016,2,17,5
forecasting uncertainty in electricity smart meter data by boosting additive quantile regression,2016,2,4,4
fast computation of reconciled forecasts for hierarchical and grouped time series,2016,1,31,22
bayesian rank selection in multivariate regression,2016,1,30,0
what's your hall number?,2016,1,28,11
probabilistic energy forecasting: global energy forecasting competition 2014 and beyond,2016,1,25,0
long-term forecasts of age-specific participation rates with functional data models,2016,1,24,6
acems business analytics prize 2016,2016,1,20,5
farewell peter hall (1951-2016),2016,1,11,5
another look at forecast-accuracy metrics for intermittent demand,2015,12,31,0
measuring forecast accuracy,2015,12,31,0
starting a career in data science,2015,12,30,4
making data analysis easier,2015,12,20,23
rstudio just keeps getting better,2015,12,11,5
who's downloading the forecast package?,2015,12,9,21
the hidden benefits of open-source software,2015,11,29,23
odi looking for young postgrad statisticians,2015,11,13,0
piecewise linear trends,2015,10,28,2
forecasting big time series data using r,2015,10,24,23
forecast package v6.2,2015,10,20,6
stanford seminar,2015,10,7,6
optimal forecast reconciliation for big time series data,2015,10,6,5
google workshop: forecasting and visualizing big time series data,2015,10,5,6
reproducibility in computational research,2015,9,25,7
chinese r conference,2015,9,24,6
upcoming talks in california,2015,9,22,6
international symposium on forecasting: spain 2016,2015,9,21,9
unbelievable,2015,9,15,23
ijf vol 31(4): forecasting in telecommunications and ict,2015,9,15,9
advice to other journal editors,2015,9,13,10
mathematical annotations on r plots,2015,9,2,7
new ijf editors,2015,8,24,22
machine learning bootcamp,2015,8,17,2
statistical issues with using herbarium data for the estimation of invasion lag-phases,2015,8,7,4
the bias-variance decomposition,2015,8,3,7
murphy diagrams in r,2015,7,16,7
useful tutorials,2015,7,1,3
exploring the feature space of large collections of time series,2015,6,29,23
my yahoo talk is now online,2015,6,29,17
keeping up to date with my research papers,2015,6,27,5
exploring the boundaries of predictability: what can we forecast  and when should we give up?,2015,6,26,23
automatic algorithms for time series forecasting,2015,6,24,23
ijf best paper awards,2015,6,23,21
mefm: an r package for long-term probabilistic forecasting of electricity demand,2015,6,22,23
probabilistic forecasting of peak electricity demand,2015,6,18,23
north american seminars: june 2015,2015,6,16,3
do human rhinovirus infections and food allergy modify grass pollen–induced asthma hospital admissions in children?,2015,6,10,1
probabilistic time series forecasting with boosted additive models: an application to smart meter data,2015,6,4,11
r vs autobox vs forecastpro vs ...,2015,6,3,1
large-scale unusual time series detection,2015,6,1,2
a new r package for detecting unusual time series,2015,5,31,5
visualization of big time series data,2015,5,26,3
probabilistic forecasting of long-term peak electricity demand,2015,5,22,7
modelling the participation function with a one-parameter family of cubic splines,2015,5,19,0
new in forecast 6.0,2015,5,15,5
more changes to the ijf editorial board,2015,5,14,3
nominations for ijf best paper 2012-2013,2015,5,7,7
thinking big at yahoo,2015,4,22,23
travelling thilaksha,2015,4,22,7
feeling the fpp love,2015,4,10,4
paperpile makes me more productive,2015,4,9,2
help,2015,4,8,22
discussion of “high-dimensional autocovariance matrices and optimal linear prediction”,2015,4,3,16
a new open source data set for detecting time series outliers,2015,4,1,2
change to the ijf editors,2015,3,31,21
what to cite?,2015,3,25,3
dark themes for writing,2015,3,18,4
common reasons for rejection,2015,3,12,4
visualization and forecasting of big time series data,2015,2,23,1
statistical modelling and analysis of big data,2015,2,22,23
thanks paul and welcome dilek,2015,2,9,22
standard error: a poem,2015,2,4,6
iasc data analysis competition 2015,2015,2,2,10
rss feeds for statistics and related journals,2015,1,23,23
visualizing and forecasting big time series data,2015,1,12,15
seminars in taiwan,2015,1,5,9
di cook is moving to monash,2014,12,24,5
new r package for electricity forecasting,2014,12,17,6
am i a data scientist?,2014,12,9,0
honoring herman stekler,2014,12,8,0
am i a data scientist?,2014,12,8,0
prediction competitions,2014,12,5,12
new australian data on the hmd,2014,11,27,2
visualization of probabilistic forecasts,2014,11,21,6
ijf review papers,2014,11,11,23
seasonal periods,2014,11,7,1
abs seasonal adjustment update,2014,11,5,4
jobs at amazon,2014,10,31,2
prediction intervals too narrow,2014,10,22,5
optimally reconciling forecasts in a hierarchy,2014,10,20,22
hts with regressors,2014,10,20,2
congratulations to dr souhaib ben taieb,2014,10,15,1
explaining the abs unemployment fluctuations,2014,10,10,7
seasonal adjustment in the news,2014,10,9,5
connect with local employers,2014,10,7,23
iif sponsored workshops,2014,10,6,22
tbats with regressors,2014,10,6,0
forecasting: principles and practice (uwa course),2014,9,23,3
fpp now available as a downloadable e-book,2014,9,21,1
tim harford on forecasting,2014,9,8,10
generating quantile forecasts in r,2014,9,8,5
resources for the fpp book,2014,9,3,1
a new candidate for worst figure,2014,9,1,5
outdoor fungal spores are associated with child asthma hospitalisations - a case-crossover study,2014,9,1,1
forecasting with r in wa,2014,8,24,22
biblatex for statisticians,2014,8,22,3
gefcom 2014 energy forecasting competition is underway,2014,8,18,5
visit of di cook,2014,8,12,23
what not to say in a job interview,2014,8,12,11
minimal reproducible examples,2014,8,11,4
efficient identification of the pareto optimal set,2014,8,1,6
student forecasting awards from the iif,2014,7,26,3
coherent population forecasting using r,2014,7,24,2
plotting the characteristic roots for arima models,2014,7,23,7
i am not an econometrician,2014,7,21,3
variations on rolling forecasts,2014,7,15,23
fast computation of reconciled forecasts in hierarchical and grouped time series,2014,7,1,6
functional time series with applications in demography,2014,6,24,2
challenges in forecasting peak electricity demand,2014,6,17,6
varian on big data,2014,6,15,22
specifying complicated groups of time series in hts,2014,6,15,3
european talks. june-july 2014,2014,6,14,6
creating a handout from beamer slides,2014,6,11,1
low-dimensional decomposition  smoothing and forecasting of sparse functional data,2014,6,5,3
state space models,2014,5,30,1
data science market places,2014,5,26,2
common functional principal component models for mortality forecasting,2014,5,24,1
structural breaks,2014,5,23,13
monash electricity forecasting model,2014,5,22,1
to explain or predict?,2014,5,19,5
questions on the business analytics jobs,2014,5,13,2
arima models with long lags,2014,5,8,3
new jobs in business analytics at monash,2014,5,4,12
great papers to read,2014,5,2,3
past  present  and future of statistical science,2014,4,28,11
publishing an r package in the journal of statistical software,2014,4,24,5
seven forecasting blogs,2014,4,22,0
errors on percentage errors,2014,4,16,12
generating tables in latex,2014,4,14,23
my forecasting book now on amazon,2014,4,9,0
job at center for open science,2014,4,7,22
interpreting noise,2014,4,6,0
getting a latex system set up,2014,4,4,2
a gradient boosting approach to the kaggle load forecasting competition,2014,4,1,4
cover of my forecasting textbook,2014,3,18,6
fast computation of cross-validation in linear models,2014,3,17,10
probabilistic forecasting by gneiting and katzfuss (2014),2014,3,14,5
testing for trend in arima models,2014,3,12,22
unit root tests and arima models,2014,3,12,11
using old versions of r packages,2014,3,10,4
ijf news,2014,3,7,3
highlighting the web,2014,3,6,1
forecasting weekly data,2014,3,4,23
fitting models to short time series,2014,3,4,2
fitting models to long time series,2014,3,1,6
the forecast mean after back-transformation,2014,2,25,3
statistical politicians,2014,2,23,23
forecasting within limits,2014,2,21,10
backcasting in r,2014,2,20,4
global energy forecasting competitions,2014,2,19,7
automatic time series forecasting,2014,2,13,1
hierarchical forecasting with hts v4.0,2014,2,12,8
detecting seasonality,2014,2,8,4
interview for the capital of statistics,2014,2,5,0
top papers in the international journal of forecasting,2014,2,4,1
computational actuarial science with r,2014,2,3,3
monash econometrics in the top 10,2014,2,2,1
automatic time series forecasting in granada,2014,1,31,3
free books on statistical learning,2014,1,30,1
online collaborative writing,2014,1,28,2
new in forecast 5.0,2014,1,27,2
thoughts on the ljung-box test,2014,1,24,3
looking for a new post-doc,2014,1,22,2
estimating a nonlinear time series model in r,2014,1,21,4
boosting multi-step autoregressive forecasts,2014,1,9,23
prospective life tables,2014,1,1,1
judgmental forecasting experiment,2013,12,22,6
how to get your paper rejected quickly,2013,11,25,1
nonparametric and semiparametric response surface methodology: a review of designs  models and optimization techniques,2013,10,31,12
probabilistic energy forecasting,2013,10,14,4
coherent mortality forecasting using functional time series,2013,10,11,5
forecasting hierarchical time series,2013,10,10,5
robert g brown (1923-2013),2013,10,9,11
forecasting with daily data,2013,9,17,0
maxima research centre at monash uni,2013,9,11,1
reflections on user! 2013,2013,7,12,22
asking good questions,2013,7,10,21
facts and fallacies of the aic,2013,7,3,21
r tools for hierarchical time series,2013,7,3,20
end of google reader,2013,6,29,8
future isfs,2013,6,26,7
forecasting without forecasters,2013,6,24,14
managing research ideas,2013,5,25,13
ijf quality indicators,2013,5,17,0
forecasting annual totals from monthly data,2013,5,15,6
establishing priority,2013,5,6,3
my new forecasting book is finally finished,2013,4,21,0
george e p box (1919-2013),2013,3,31,5
the difference between prediction intervals and confidence intervals,2013,3,12,22
ets models now in eviews 8,2013,2,28,22
removing white space around r figures,2013,2,22,0
forecasting conferences,2013,2,15,1
hyndsight,2013,2,14,0
out-of-sample one-step forecasts,2013,2,13,23
statistical consulting in australia,2013,2,11,11
man vs wild data,2013,2,6,21
coherent mortality forecasting: the product-ratio method with functional time series models,2013,2,1,7
batch forecasting in r,2013,1,7,5
a change of editors,2013,1,1,2
man vs wild data,2012,12,21,0
new in forecast 4.0,2012,12,3,3
simpler: tips  tricks and tools,2012,11,20,7
makefiles for r/latex projects,2012,10,31,2
ysc2013 funding support,2012,10,29,1
latex loops,2012,10,23,1
the young stats communication challenge,2012,10,7,22
forecasting research grants,2012,10,3,0
why are some things easier to forecast than others?,2012,9,18,2
multivariate time series modelling and forecasting workshop,2012,9,3,6
recursive and direct multi-step forecasting: the best of both worlds,2012,9,1,20
compstat2012,2012,8,28,11
flat forecasts,2012,8,19,23
interviews,2012,8,9,12
blogs about research,2012,8,9,2
read the literature,2012,8,3,4
put your pre-prints online,2012,8,2,4
bare bones beamer,2012,8,1,6
forecasting the olympics,2012,7,31,0
a case-crossover design to examine the role of aeroallergens and respiratory viruses on childhood asthma exacerbations requiring hospitalisation: the mapcah study,2012,6,25,2
advances in automatic time series forecasting,2012,6,19,8
constants and arima models in r,2012,6,6,0
my new forecasting textbook,2012,5,23,1
blog aggregators,2012,5,15,10
seeking help,2012,5,8,13
measuring time series characteristics,2012,5,2,7
google scholar metrics,2012,4,2,2
data visualization,2012,3,4,22
exponential smoothing and regressors,2012,2,28,10
academia stackexchange,2012,2,22,1
mailing lists,2012,2,16,0
table design,2012,2,13,23
short-term load forecasting based on a semi-parametric additive model,2012,2,1,6
following authors on google scholar,2012,1,31,1
forecasts of copd mortality in australia: 2006-2025,2012,1,29,23
refereeing a journal article,2012,1,20,2
internet surveys,2012,1,18,23
forecasting time series with complex seasonal patterns using exponential smoothing,2011,12,31,2
are we getting better at forecasting?,2011,12,23,4
organizing travel,2011,12,19,13
forecasting time series using r,2011,12,16,2
cyclic and seasonal time series,2011,12,14,5
the art of r programming,2011,11,30,3
kaggle on tv,2011,11,28,23
researcher portals,2011,11,26,4
what you wish you knew before you started a phd,2011,11,11,12
forecasting time series using r,2011,10,27,4
forecasting electricity demand distributions using a semiparametric additive model,2011,10,3,3
help for forecasting practitioners,2011,9,25,13
the scourge of the academic publishers,2011,8,30,5
time series cross-validation: an r example,2011,8,26,5
major changes to the forecast package,2011,8,26,0
crowd sourcing forecasts,2011,8,24,4
learn machine learning at stanford for free,2011,8,16,6
beware of junk journals and publishers,2011,8,12,2
recommended survey papers,2011,7,25,12
social networking for researchers,2011,7,21,2
investigating the influence of synoptic-scale circulation on air quality using self-organizing maps and generalized additive modelling,2011,7,16,6
point and interval forecasts of mortality rates and life expectancy: a comparison of ten principal component methods,2011,7,14,23
method for optimizing coating properties based on an evolutionary algorithm approach,2011,7,14,9
giving a user! talk,2011,6,22,3
evaluating extreme quantile forecasts,2011,6,15,11
comparing holtwinters() and ets(),2011,5,29,7
tourism forecasting: an introduction,2011,4,29,9
the price elasticity of electricity demand in south australia,2011,3,31,0
i'm switching to texstudio,2011,3,29,11
looking after your supervisor,2011,3,25,11
optimal combination forecasts for hierarchical time series,2011,3,15,23
ten rules for data analysis,2011,3,14,23
statistical tests for variable selection,2011,3,14,22
improved interval estimation of long run response from a dynamic linear model: a highest density region approach,2011,3,10,0
rstudio: just what i've been looking for,2011,3,1,5
nonparametric time series forecasting with dynamic updating,2011,2,17,1
the value of feedback in forecasting competitions,2011,2,9,5
lies  damn lies and statistics,2011,1,14,7
six places left for the forecasting workshop,2011,1,11,0
authorship ethics,2011,1,11,0
becoming a referee,2011,1,9,22
tips for academic talks,2011,1,9,22
the tourism forecasting competition,2011,1,1,22
quantifying the influence of local meteorology on air quality using generalized additive modelling,2011,1,1,5
in praise of dropbox,2010,12,23,1
crossvalidated journal club,2010,12,22,0
hamming on research,2010,12,10,9
forecasting workshop: switzerland  june 2011,2010,12,6,8
data visualization videos,2010,11,30,4
initializing the holt-winters method,2010,11,30,3
a latex template for a cv,2010,11,27,5
tourism forecasting competition ends,2010,11,24,12
free open-source forecasting using r,2010,11,20,12
the vector innovations structural time series framework: a simple approach to multivariate forecasting,2010,11,15,23
forecast estimation  evaluation and transformation,2010,11,10,0
crossvalidated launched!,2010,11,4,23
different results from different software,2010,10,26,8
getting started with xelatex,2010,10,23,13
how to avoid annoying a referee,2010,10,22,9
happy world statistics day!,2010,10,19,23
do something else,2010,10,17,21
animated plots in r and latex,2010,10,13,4
always listen to reviewers,2010,10,13,3
joining an editorial board,2010,10,7,5
why r is better than excel for teaching statistics,2010,10,5,5
the arimax model muddle,2010,10,4,12
why every statistician should know about cross-validation,2010,10,4,10
that syncing feeling,2010,9,30,6
forecasting with long seasonal periods,2010,9,29,5
tourism forecasting competition results: part one,2010,9,20,9
your name is your brand,2010,9,16,1
demographic forecasting using functional data analysis,2010,9,7,11
how to fail a phd,2010,9,2,13
econometrics and r,2010,8,31,1
job advertisements,2010,8,26,1
benchmarks for forecasting,2010,8,25,11
phenological change detection while accounting for abrupt and gradual trends in satellite image time series,2010,8,17,8
transforming data with zeros,2010,8,13,4
the tourism forecasting competition,2010,8,9,5
twenty rules for good graphics,2010,8,6,6
exploratory graphics for functional data,2010,8,3,8
statistical analysis stackexchange site now available,2010,7,27,2
short-term load forecasting based on a semi-parametric additive model,2010,7,21,9
more stackexchange sites,2010,7,17,5
the falling standard of english in research,2010,7,15,0
academic citations in the popular press,2010,7,11,19
forecasting with exponential smoothing: the state space approach,2010,7,6,12
forecasting: methods and applications,2010,7,6,12
musings,2010,7,6,12
use fake data and real data,2010,6,11,3
should you make your working papers public?,2010,6,9,8
coherent functional forecasts of mortality rates and life expectancy,2010,6,9,4
update on a stackexchange site for statistical analysis,2010,6,2,1
google scholar alerts,2010,5,26,6
online mathematical resources,2010,5,20,12
scheduling meetings,2010,5,9,13
forecasting age-related changes in breast cancer mortality among white and black us women,2010,5,6,1
a stackexchange site for statistical analysis?,2010,4,20,8
making a poster in beamer,2010,3,25,4
my standard latex preamble,2010,3,21,9
using the command line in windows,2010,3,10,2
rainbow plots  bagplots and boxplots for functional data,2010,2,28,23
top four latex mistakes,2010,2,15,23
why referee?,2010,2,10,4
writing a referee report,2010,2,10,4
functionalization of microarray devices: process optimization using a multiobjective pso and multiresponse mars modeling,2010,2,7,23
using functional data analysis models to estimate future time trends of age-specific breast cancer mortality for the united states and england-wales,2010,2,5,23
detecting trend and seasonal changes in satellite image time series,2010,1,14,23
density forecasting for long-term peak electricity demand,2010,1,2,23
business forecasting methods,2010,1,1,4
forecasting overview,2010,1,1,4
moving averages,2010,1,1,4
encouraging replication and reproducible research,2010,1,1,3
changing of the guard,2010,1,1,3
using dois,2009,12,27,12
replications and reproducible research,2009,12,2,6
exponential smoothing and non-negative data,2009,11,25,23
learning by video,2009,11,24,2
controlling figure and table placement in latex,2009,11,11,0
more on the evils of statistical tests,2009,11,9,23
"elements of statistical learning" now online,2009,10,15,2
using personal pronouns in research writing,2009,10,15,0
attending research seminars,2009,10,14,6
squeezing space with latex,2009,10,14,5
converting eps to pdf,2009,10,1,11
the 7 secrets of highly successful phd students,2009,9,28,7
writing an abstract,2009,9,27,10
workflow in r,2009,9,18,3
writing mathematics,2009,9,18,2
take a break,2009,9,13,13
finding an r function,2009,9,13,11
statistics education journals,2009,9,2,3
mathematical research and the internet,2009,9,2,2
how good are economic forecasts?,2009,8,27,11
research supervision workshop,2009,8,26,6
seek help when it's needed,2009,8,25,2
why i don't like statistical tests,2009,8,24,0
r help on stackoverflow,2009,8,23,22
backing up,2009,8,21,3
forecasting the recession,2009,8,17,22
maintaining local latex files,2009,8,14,3
sight what you cite,2009,8,13,3
songs of statistics,2009,8,5,2
writing responses to referee reports,2009,8,3,3
managing a bibliographic database,2009,8,2,5
finding latex symbols,2009,7,27,5
forecasting functional time series,2009,7,23,23
why word is a bad choice for academic writing,2009,7,21,5
mathematical genealogy,2009,7,15,0
searching the research literature,2009,7,13,22
nonparametric time series forecasting with dynamic updating,2009,7,12,23
monitoring processes with changing variances,2009,7,5,23
english academic writing,2009,6,25,3
extreme forecasting,2009,6,23,3
clive granger (1934-2009),2009,6,1,8
akram's story,2009,5,28,8
prediction markets,2009,5,18,8
statistical support for hdr students,2009,5,1,3
neil postman on technological change,2009,4,8,8
accessing journal articles online,2009,3,12,8
statistician: the dream job,2009,2,1,8
rule induction for forecasting method selection: meta-learning the characteristics of univariate time series,2009,1,16,23
hierarchical forecasts for australian domestic tourism,2009,1,16,23
a multivariate innovations state space beveridge-nelson decomposition,2009,1,1,23
forecasting time series with multiple seasonal patterns,2008,11,16,5
forecasting without significance tests?,2008,11,5,1
time series packages on r,2008,10,16,8
latex tips,2008,9,3,8
tracking changes in latex files,2008,8,20,8
tracking changes in text files,2008,8,20,8
supervision award,2008,8,19,9
latex books,2008,7,30,10
time management,2008,7,25,8
forecasting and the importance of being uncertain,2008,7,18,3
stochastic population forecasts using functional data models for mortality  fertility and migration,2008,7,16,5
automatic time series forecasting: the forecast package for r,2008,7,16,5
building r packages for windows,2008,6,29,4
time series and forecasting in r,2008,6,29,4
bagplots  boxplots and outlier detection for functional data,2008,6,19,3
the admissible parameter space for exponential smoothing models,2008,6,16,6
exponential smoothing and non-negative data,2008,6,15,7
latex workshop,2008,6,6,0
words to avoid,2008,5,28,8
bagplots  boxplots and outlier detection for functional data,2008,5,15,3
giving a research seminar,2008,5,7,7
forecasting and time series books,2008,4,28,7
r workshop,2008,3,28,7
creating a bibtex file from a google library,2008,3,27,7
the maths/stats crisis in australian education,2008,3,26,4
dodgy forecasting,2008,3,13,4
about hyndsight,2008,2,24,16
forecasting functional time series,2008,2,22,7
modelling and forecasting australian domestic tourism,2008,2,1,6
generation of synthetic sequences of half-hourly temperatures,2008,1,25,6
population forecasting and the importance of being uncertain,2007,11,27,7
indexing in latex,2007,11,16,4
tables in latex,2007,11,1,4
graduation address,2007,10,25,8
searching the statistical literature,2007,9,12,4
organization and r,2007,9,6,4
debugging in r,2007,8,31,3
measurement of changes in antihypertensive drug utilization following primary care educational interventions,2007,7,16,5
robust forecasting of mortality and fertility rates: a functional data approach,2007,7,16,5
do levels of airborne grass pollen influence asthma hospital admissions?,2007,6,29,5
forecasting medium- and long-term peak electricity demand,2007,6,25,8
a state space model for exponential smoothing with group seasonality,2007,5,29,1
half-life estimation based on the bias-corrected bootstrap: a highest density region approach,2007,4,1,6
minimum sample size requirements for seasonal forecasting models,2007,3,16,5
stochastic population forecasts using functional data models,2007,2,22,8
forecasting age-specific breast cancer mortality using functional data models,2007,2,16,5
another look at measures of forecast accuracy,2006,11,16,4
forecasting and the importance of being uncertain,2006,10,26,8
lee-carter mortality forecasting: a multi-country comparison of variants and extensions,2006,10,20,4
projection pursuit estimator for multivariate conditional densities,2006,9,17,2
another look at measures of forecast accuracy for intermittent demand,2006,9,16,4
a note on the categorization of demand patterns,2006,8,16,3
useful latex links,2006,7,30,10
a bayesian approach to bandwidth selection for multivariate kernel density estimation,2006,7,20,6
25 years of time series forecasting,2006,7,16,4
twenty-five years of forecasting,2006,7,15,8
automatic time series forecasting,2006,6,26,8
optimal combination forecasts for hierarchical time series,2006,6,20,7
characteristic-based clustering for time series data,2006,5,16,5
measuring change in prescription drug utilization in australia,2006,5,16,4
local linear multivariate regression with variable bandwidth in the presence of heteroscedasticity,2006,5,1,1
the accuracy of television network rating forecasts: the effects of data aggregation and alternative models,2006,1,16,5
sensitivity of the estimated air pollution-respiratory admissions relationship to statistical model,2005,12,16,3
empirical information criteria for time series forecasting model selection,2005,10,16,3
stochastic models underlying croston's method for intermittent demand forecasting,2005,7,16,4
book review of "data analysis and graphics using r: an example-based approach" (maindonald and braun  2003),2005,7,16,0
dimension reduction for clustering time series using global characteristics,2005,5,22,1
robust forecasting of mortality and fertility rates: a functional data approach,2005,4,16,1
time series forecasting: the case for the single source of error state space approach,2005,4,2,1
prediction intervals for exponential smoothing using two new classes of state space models,2005,1,16,3
local linear forecasts using cubic smoothing splines,2005,1,16,3
editorial,2005,1,15,8
the interaction between trend and seasonality,2004,10,16,3
nonparametric confidence intervals for receiver operating characteristic curves,2004,7,16,3
exponential smoothing models: means and variances for lead-time demand,2004,5,16,3
spline interpolation for demographic variables: the monotonicity problem,2004,1,16,3
normative data for the test of visual analysis skills on an australian population,2003,7,16,3
statistical jokes,2003,7,15,1
unmasking the theta method,2003,4,16,3
improved methods for bandwidth selection when estimating roc curves,2003,2,16,3
mixed model-based hazard estimation,2002,11,16,3
nonparametric estimation and symmetry tests for conditional density functions,2002,7,16,3
a state space framework for automatic forecasting using exponential smoothing methods,2002,7,16,3
kalman filter,2002,7,15,3
box-jenkins modelling,2002,7,15,3
arima processes,2002,7,15,2
using r to teach econometrics,2002,3,16,3
cycles and synchrony in the collared lemming (dicrostonyx groenlandicus) in arctic north america,2001,11,16,3
it's time to move from 'what' to 'why',2001,10,16,3
data visualization for time series in environmental epidemiology,2001,8,16,3
statistical methodological issues in studies of air pollution and respiratory disease,2001,7,2,0
bandwidth selection for kernel conditional density estimation,2001,6,16,3
non-gaussian conditional linear ar(1) models,2000,11,16,3
residual diagnostic plots for model mis-specification in time series regression,2000,11,16,3
seasonal adjustment methods for the analysis of respiratory disease in environmental epidemiology,2000,8,9,1
book review of "nonparametric econometrics" (pagan and ullah  1999),2000,7,16,0
generalized additive modelling of mixed distribution markov models with application to melbourne's rainfall,2000,5,16,3
book review of "a primer of mathematical writing" (krantz  1997) and "handbook of writing for the mathematical sciences" (higham  1998),1999,7,16,0
book review of "statistically speaking: a dictionary of quotations" (gaither and cavazos-gaither  1996),1999,7,16,0
book review of "chance encounters: a first course in data analysis and inference" (wild & seber  2000),1999,7,15,8
nonparametric additive regression models for binary time series,1999,7,7,0
smoothing non-gaussian time series with autoregressive structure,1998,7,16,3
book review of "smoothing methods in statistics" (simonoff  1996),1998,7,15,8
book review of "leading personalities in the statistical sciences: from the seventeenth century to the present" (johnson and kotz  1998),1998,7,15,8
nonparametric autocovariance function estimation,1997,12,16,2
some properties and generalizations of non-negative bayesian time series models,1997,7,16,2
the pricing and trading of options using a hybrid neural network model with historical volatility,1997,1,16,2
sample quantiles in statistical packages,1996,11,16,2
estimating and visualizing conditional densities,1996,7,16,2
computing and graphing highest density regions,1996,7,16,2
book review of "kernel smoothing" (wand and jones  1995),1996,7,15,8
a unified view of linear ar(1) models,1996,6,16,1
highest density forecast regions for non-linear and non-normal time series models,1995,7,16,2
the use of information technology in the research process,1995,7,15,2
the problem with sturges' rule for constructing histograms,1995,7,5,1
approximations and boundary conditions for continuous time threshold autoregressive processes,1994,7,16,2
yule-walker estimates for continuous-time autoregressive models,1993,7,16,2
continuous-time threshold autoregressive modelling,1992,12,17,0
